,Company,Inches,ScreenResolution,CpuVenderName,CpuType,CpuSpeed,Ram,Memory,GpuName,OpSys,Weight,Price_euros
1287,7,15.6,0,1,55,2.5,6.0,15,0,6,2.19,764.0
1288,2,15.6,0,1,20,1.6,4.0,11,2,6,2.2,369.0
1289,2,13.3,15,1,27,0.9,8.0,27,2,6,1.2,729.0
1290,4,15.6,0,1,38,2.4,6.0,15,2,6,2.3,459.0
1291,0,15.6,0,1,21,1.6,4.0,11,2,1,2.4,289.0
1292,4,15.6,0,1,20,1.6,2.0,11,2,6,2.2,379.0
1293,10,15.6,15,1,58,2.6,8.0,15,3,6,2.6,899.0
1294,7,15.6,8,0,10,2.9,6.0,28,0,6,2.04,549.99
1295,4,15.6,0,1,62,2.7,8.0,15,0,1,2.3,805.99
1296,7,11.6,0,1,21,1.6,2.0,4,2,6,1.17,209.0
1297,2,15.6,0,1,55,2.5,4.0,11,3,6,2.2,720.32
1298,10,14.0,13,1,55,2.5,4.0,10,2,6,1.8,638.0
1299,10,13.3,19,1,55,2.5,16.0,27,2,6,1.3,1499.0
1300,10,14.0,0,1,20,1.6,2.0,7,2,6,1.5,229.0
1301,7,15.6,0,1,55,2.5,6.0,15,0,6,2.19,764.0
1302,2,15.6,0,1,20,1.6,4.0,11,2,6,2.2,369.0
